lon,lat,d,st
-71.1599,42.3223,0,MA
-71.2098,42.5895,0,MA
-71.4182,42.3670,1,MA
-71.0600,42.4274,1,MA
-71.3801,42.5617,1,MA
-71.2668,42.3025,1,MA
-71.1127,42.5507,1,MA
-71.4543,42.4442,1,MA
-71.1041,42.3523,0,MA
-71.2785,42.5952,0,MA
-71.3725,42.3285,1,MA
-71.0584,42.4786,0,MA
-71.4283,42.5246,1,MA
-71.1971,42.3059,0,MA
-71.1672,42.5830,1,MA
-71.4436,42.3931,1,MA
-71.0651,42.3954,0,MA
-71.3469,42.5828,1,MA
-71.3106,42.3035,1,MA
-71.0812,42.5280,2,MA
-71.4567,42.4767,1,MA
-71.1321,42.3271,1,MA
-71.2347,42.5998,1,MA
-71.4091,42.3470,1,MA
-71.0484,42.4467,1,MA
-71.4064,42.5532,1,MA
-71.2396,42.2957,1,MA
-71.1266,42.5693,1,MA
-71.4611,42.4236,1,MA
-71.0802,42.3642,1,MA
-71.3072,42.5983,1,MA
-71.3542,42.3119,1,MA
-71.0567,42.5000,4,MA
-71.4491,42.5096,4,MA
-71.1680,42.3066,4,MA
-71.1894,42.5970,4,MA
-71.4400,42.3717,4,MA
-71.0482,42.4130,4,MA
-71.3756,42.5782,4,MA
-71.2852,42.2926,4,MA
-71.0901,42.5488,4,MA
-71.4692,42.4570,4,MA
-71.1049,42.3354,4,MA
-71.2626,42.6072,4,MA
-71.3953,42.3277,4,MA
-71.0408,42.4679,4,MA
-71.4314,42.5413,4,MA
-71.2102,42.2920,4,MA
-71.1449,42.5867,1,MA
-71.4634,42.4016,1,MA
-71.0583,42.3793,1,MA
-71.3371,42.5980,1,MA
-71.3318,42.2972,0,MA
-71.0598,42.5221,1,MA
-71.4671,42.4918,1,MA
-71.1384,42.3108,1,MA
-71.2152,42.6086,1,MA
-71.4316,42.3502,1,MA
-71.0348,42.4331,1,MA
-71.4039,42.5700,1,MA
-71.2568,42.2845,1,MA
-71.1036,42.5689,1,MA
-71.4776,42.4353,2,MA
-71.0788,42.3473,0,MA
-71.2926,42.6114,0,MA
-71.3770,42.3095,0,MA
-71.0378,42.4904,1,MA
-71.4543,42.5262,0,MA
-71.1794,42.2918,1,MA
-71.1675,42.6022,1,MA
-71.4609,42.3788,1,MA
-71.0393,42.3973,1,MA
-71.3677,42.5942,0,MA
-71.3057,42.2848,1,MA
-71.0678,42.5443,0,MA
-71.4815,42.4714,1,MA
-71.1090,42.3187,2,MA
-71.2441,42.6175,0,MA
-71.4183,42.3293,0,MA
-71.0254,42.4552,1,MA
-71.4310,42.5584,1,MA
-71.2261,42.2796,2,MA
-71.1218,42.5879,1,MA
-71.4815,42.4122,1,MA
-71.0548,42.3624,1,MA
-71.3243,42.6123,1,MA
-71.3544,42.2931,1,MA
-71.0395,42.5138,1,MA
-71.4744,42.5080,1,MA
-71.1479,42.2952,1,MA
-71.1939,42.6154,1,MA
-71.4536,42.3559,1,MA
-71.0238,42.4179,1,MA
-71.3981,42.5867,1,MA
-71.2764,42.2752,1,MA
-71.0806,42.5660,1,MA
-71.4919,42.4489,1,MA
-71.0808,42.3301,0,MA
-71.2754,42.6231,0,MA
-71.4004,42.3095,1,MA
-71.0205,42.4788,1,MA
-71.4563,42.5434,1,MA
-71.1937,42.2781,1,MA
-71.1444,42.6051,1,MA
-71.4806,42.3882,1,MA
-71.0335,42.3806,1,MA
-71.3567,42.6095,0,MA
-71.3279,42.2791,0,MA
-71.0462,42.5375,1,MA
-71.4911,42.4872,1,MA
-71.1165,42.3022,0,MA
-71.2235,42.6259,0,MA
-71.4412,42.3334,0,MA
-71.0123,42.4407,1,MA
-71.4275,42.5756,1,MA
-71.2445,42.2687,1,MA
-71.0983,42.5867,1,MA
-71.4978,42.4249,1,MA
-71.0544,42.3449,1,MA
-71.3085,42.6253,1,MA
-71.3779,42.2914,1,MA
-71.0205,42.5034,1,MA
-71.4788,42.5252,1,MA
-71.1604,42.2803,1,MA
-71.1710,42.6201,1,MA
-71.4747,42.3639,1,MA
-71.0155,42.4015,1,MA
-71.3891,42.6030,1,MA
-71.2979,42.2677,1,MA
-71.0579,42.5608,1,MA
-71.5038,42.4642,1,MA
-71.0859,42.3129,1,MA
-71.2559,42.6332,1,MA
-71.4240,42.3119,0,MA
-70.0911,41.2679,4,MA
-70.1009,41.2747,4,MA
-70.0895,41.2538,4,MA
-70.0771,41.2817,4,MA
-70.1173,41.2644,4,MA
-70.0660,41.2559,4,MA
-70.0996,41.2916,4,MA
-71.1476,42.2027,1,MA
-71.1575,42.2094,0,MA
-71.1459,42.1886,0,MA
-71.1333,42.2164,1,MA
-71.1741,42.1992,1,MA
-71.1221,42.1907,1,MA
-71.1561,42.2264,1,MA
-71.1640,42.1792,1,MA
-71.1117,42.2124,1,MA
-71.1850,42.2141,1,MA
-71.1295,42.1741,1,MA
-71.1342,42.2343,1,MA
-71.1880,42.1853,1,MA
-71.1000,42.1950,1,MA
-71.1766,42.2333,1,MA
-71.1543,42.1643,1,MA
-71.1063,42.2285,1,MA
-71.2032,42.2044,1,MA
-71.1070,42.1728,1,MA
-71.1503,42.2462,1,MA
-71.1862,42.1684,1,MA
-71.0863,42.2088,1,MA
-71.1995,42.2295,1,MA
-71.1334,42.1559,1,MA
-71.1147,42.2452,4,MA
-71.2119,42.1875,4,MA
-71.0851,42.1813,4,MA
-71.1746,42.2506,4,MA
-71.1717,42.1529,4,MA
-71.0832,42.2277,4,MA
-71.2191,42.2167,4,MA
-71.1069,42.1559,4,MA
-71.1346,42.2584,4,MA
-71.2089,42.1675,4,MA
-71.0691,42.1979,4,MA
-71.2018,42.2461,4,MA
-71.1472,42.1427,0,MA
-71.0924,42.2477,2,MA
-71.2304,42.1970,1,MA
-71.0804,42.1649,1,MA
-71.1628,42.2649,1,MA
-71.1936,42.1485,1,MA
-71.0632,42.2198,0,MA
-71.2263,42.2326,0,MA
-71.1164,42.1405,0,MA
-71.1134,42.2648,0,MA
-71.2303,42.1736,1,MA
-71.0591,42.1825,1,MA
-71.1948,42.2625,1,MA
-71.1674,42.1343,1,MA
-71.0697,42.2436,1,MA
-71.2432,42.2115,1,MA
-71.0845,42.1478,1,MA
-71.1440,42.2754,1,MA
-71.2172,42.1504,0,MA
-71.0476,42.2065,1,MA
-71.2254,42.2504,1,MA
-71.1335,42.1279,1,MA
-71.0893,42.2654,1,MA
-71.2486,42.1855,1,MA
-71.0566,42.1645,1,MA
-71.1801,42.2770,1,MA
-71.1917,42.1311,1,MA
-71.0489,42.2337,1,MA
-71.2494,42.2294,4,MA
-71.0965,42.1315,4,MA
-71.1201,42.2814,4,MA
-71.2402,42.1581,4,MA
-71.0378,42.1891,4,MA
-71.2167,42.2681,4,MA
-71.1563,42.1193,4,MA
-71.0644,42.2602,4,MA
-71.2621,42.2019,4,MA
-71.0618,42.1456,4,MA
-71.1588,42.2883,4,MA
-71.2178,42.1335,4,MA
-71.0319,42.2187,4,MA
-71.2481,42.2491,4,MA
-71.1155,42.1176,4,MA
-71.0933,42.2820,4,MA
-71.2606,42.1712,2,MA
-71.0348,42.1692,4,MA
-71.2004,42.2843,4,MA
-71.1832,42.1155,4,MA
-71.0411,42.2494,4,MA
-71.2694,42.2216,4,MA
-71.0746,42.1274,4,MA
-71.1326,42.2953,4,MA
-71.2436,42.1415,4,MA
-71.0203,42.1997,4,MA
-71.2392,42.2690,4,MA
-71.1404,42.1075,4,MA
-71.0656,42.2769,4,MA
-71.2764,42.1889,4,MA
-71.0394,42.1481,4,MA
-71.1777,42.2976,4,MA
-71.2122,42.1172,4,MA
-71.0213,42.2335,4,MA
-71.2694,42.2433,4,MA
-71.0945,42.1113,4,MA
-71.1031,42.2971,0,MA
-71.2670,42.1551,0,MA
-71.0154,42.1779,0,MA
-71.2228,42.2875,0,MA
-71.1696,42.1020,2,MA
-71.0390,42.2662,0,MA
-71.2862,42.2102,0,MA
-71.0517,42.1275,1,MA
-71.1496,42.3066,4,MA
-71.2412,42.1247,4,MA
-71.0067,42.2134,4,MA
-71.2617,42.2656,4,MA
-71.1206,42.0988,4,MA
-71.0723,42.2932,4,MA
-71.2862,42.1735,4,MA
-71.0181,42.1547,4,MA
-71.1994,42.3033,4,MA
-71.2013,42.1021,4,MA
-71.0157,42.2502,4,MA
-71.2887,42.2338,4,MA
-71.0715,42.1087,4,MA
-71.1178,42.3105,4,MA
-71.2683,42.1379,4,MA
-70.9988,42.1901,4,MA
-71.2461,42.2868,4,MA
-71.1516,42.0909,4,MA
-71.0423,42.2834,4,MA
-71.2994,42.1958,4,MA
-71.0289,42.1315,2,MA
-71.1702,42.3150,4,MA
-71.2336,42.1082,4,MA
-70.9973,42.2294,2,MA
-71.2832,42.2584,4,MA
-71.0981,42.0933,4,MA
-71.0841,42.3085,4,MA
-71.2913,42.1563,4,MA
-70.9987,42.1648,4,MA
-71.2231,42.3055,4,MA
-71.1857,42.0887,4,MA
-71.0150,42.2679,4,MA
-71.3054,42.2210,4,MA
-71.0476,42.1099,2,MA
-71.1366,42.3216,4,MA
-71.2644,42.1202,4,MA
-70.9856,42.2050,4,MA
-71.2695,42.2823,4,MA
-71.1301,42.0826,2,MA
-71.0505,42.3003,4,MA
-70.8537,42.0240,4,MA
-70.8636,42.0307,4,MA
-70.8520,42.0099,4,MA
-70.8395,42.0377,4,MA
-70.8802,42.0205,4,MA
-70.8283,42.0120,4,MA
-70.8622,42.0476,4,MA
-70.8701,42.0005,4,MA
-70.8179,42.0337,4,MA
-70.8910,42.0354,4,MA
-70.8356,41.9953,4,MA
-70.8403,42.0556,4,MA
-70.8940,42.0066,4,MA
-70.8063,42.0162,4,MA
-70.8827,42.0546,4,MA
-70.8604,41.9856,4,MA
-70.8125,42.0497,4,MA
-70.9091,42.0257,4,MA
-70.8132,41.9940,4,MA
-70.8564,42.0675,4,MA
-70.8923,41.9896,2,MA
-70.7926,42.0301,4,MA
-70.9055,42.0508,4,MA
-70.8395,41.9772,2,MA
-70.8209,42.0665,2,MA
-70.9178,42.0088,4,MA
-70.7914,42.0026,4,MA
-70.8807,42.0719,4,MA
-70.8778,41.9742,4,MA
-70.7895,42.0490,4,MA
-70.9250,42.0379,4,MA
-70.8132,41.9771,4,MA
-70.8408,42.0797,4,MA
-70.9148,41.9888,0,MA
-70.7755,42.0191,0,MA
-70.9078,42.0674,0,MA
-70.8533,41.9640,0,MA
-70.7987,42.0690,0,MA
-70.9363,42.0183,0,MA
-70.7867,41.9862,0,MA
-70.8689,42.0862,0,MA
-70.8996,41.9698,0,MA
-70.7696,42.0411,0,MA
-70.9322,42.0539,0,MA
-70.8226,41.9618,0,MA
-70.8196,42.0861,0,MA
-70.9362,41.9949,0,MA
-70.7655,42.0038,0,MA
-70.9008,42.0837,1,MA
-70.8735,41.9555,2,MA
-70.7761,42.0649,0,MA
-70.9491,42.0328,0,MA
-70.7908,41.9690,0,MA
-70.8501,42.0967,1,MA
-70.9231,41.9716,4,MA
-70.7540,42.0277,4,MA
-70.9313,42.0716,4,MA
-70.8396,41.9492,4,MA
-70.7955,42.0867,2,MA
-70.9545,42.0067,2,MA
-70.7630,41.9858,2,MA
-70.8861,42.0983,2,MA
-70.8977,41.9523,2,MA
-70.7553,42.0550,1,MA
-70.9552,42.0507,1,MA
-70.8027,41.9528,1,MA
-70.8263,42.1026,1,MA
-70.9461,41.9794,4,MA
-70.7442,42.0104,4,MA
-70.9226,42.0894,4,MA
-70.8624,41.9405,4,MA
-70.7708,42.0815,4,MA
-70.9679,42.0231,2,MA
-70.7681,41.9669,4,MA
-70.8649,42.1096,4,MA
-70.9237,41.9547,4,MA
-70.7383,42.0400,4,MA
-70.9540,42.0703,4,MA
-70.8217,41.9389,2,MA
-70.7996,42.1032,4,MA
-70.9664,41.9925,4,MA
-70.7413,41.9904,4,MA
-70.9064,42.1056,4,MA
-70.8892,41.9368,4,MA
-70.7476,42.0707,4,MA
-70.9752,42.0429,4,MA
-70.7809,41.9486,4,MA
-70.8388,42.1166,2,MA
-70.9494,41.9628,4,MA
-70.7268,42.0210,2,MA
-70.9451,42.0902,4,MA
-70.8465,41.9287,4,MA
-70.7719,42.0982,2,MA
-70.9822,42.0102,4,MA
-70.7458,41.9694,4,MA
-70.8837,42.1188,4,MA
-70.9181,41.9385,4,MA
-70.7278,42.0548,4,MA
-70.9752,42.0646,4,MA
-70.8008,41.9326,4,MA
-70.8094,42.1184,4,MA
-70.9728,41.9763,4,MA
-70.7219,41.9992,4,MA
-70.9287,42.1088,4,MA
-70.8756,41.9233,4,MA
-70.7455,42.0875,4,MA
-70.9919,42.0315,4,MA
-71.0786,42.3348,4,MA
-71.0886,42.3416,4,MA
-71.0770,42.3207,4,MA
-71.0644,42.3486,4,MA
-71.1053,42.3313,4,MA
-71.0531,42.3228,4,MA
-71.0872,42.3585,4,MA
-71.0951,42.3113,4,MA
-71.0427,42.3445,4,MA
-71.1161,42.3463,4,MA
-71.0605,42.3062,4,MA
-71.0652,42.3665,0,MA
-71.1192,42.3174,1,MA
-71.0310,42.3271,0,MA
-71.1077,42.3654,4,MA
-71.0854,42.2964,4,MA
-71.0373,42.3606,4,MA
-71.1344,42.3365,4,MA
-71.0379,42.3049,4,MA
-71.0814,42.3783,4,MA
-71.1174,42.3005,4,MA
-71.0172,42.3409,4,MA
-71.1307,42.3616,4,MA
-71.0644,42.2880,4,MA
-71.0457,42.3773,4,MA
-71.1431,42.3196,2,MA
-71.0160,42.3134,4,MA
-71.1058,42.3827,4,MA
-71.1029,42.2850,4,MA
-71.0141,42.3599,4,MA
-71.1503,42.3488,4,MA
-71.0379,42.2880,4,MA
-71.0657,42.3906,4,MA
-71.1401,42.2996,1,MA
-71.0000,42.3300,0,MA
-71.1330,42.3782,1,MA
-71.0782,42.2748,1,MA
-71.0233,42.3799,1,MA
-71.1617,42.3291,0,MA
-71.0113,42.2971,0,MA
-71.0939,42.3970,0,MA
-71.1248,42.2806,1,MA
-70.9941,42.3519,1,MA
-71.1576,42.3647,1,MA
-71.0474,42.2726,1,MA
-71.0444,42.3969,1,MA
-71.1615,42.3058,1,MA
-70.9900,42.3146,1,MA
-71.1260,42.3946,1,MA
-71.0985,42.2664,0,MA
-71.0006,42.3758,0,MA
-71.1745,42.3436,0,MA
-71.0154,42.2799,0,MA
-71.0750,42.4076,0,MA
-71.1484,42.2825,0,MA
-70.9784,42.3386,0,MA
-71.1567,42.3825,0,MA
-71.0645,42.2600,0,MA
-71.0202,42.3975,0,MA
-71.1799,42.3176,4,MA
-70.9875,42.2966,4,MA
-71.1112,42.4091,4,MA
-71.1228,42.2632,4,MA
-70.9798,42.3658,4,MA
-71.1806,42.3615,4,MA
-71.0274,42.2636,4,MA
-71.0511,42.4135,4,MA
-71.1715,42.2902,4,MA
-70.9686,42.3212,4,MA
-71.1479,42.4002,0,MA
-71.0874,42.2514,1,MA
-70.9953,42.3923,0,MA
-71.1934,42.3340,0,MA
-70.9926,42.2777,4,MA
-71.0899,42.4204,4,MA
-71.1490,42.2656,4,MA
-70.9627,42.3508,1,MA
-71.1794,42.3812,0,MA
-71.0465,42.2497,0,MA
-71.0243,42.4141,1,MA
-71.1919,42.3033,4,MA
-70.9656,42.3013,4,MA
-71.1316,42.4164,4,MA
-71.1144,42.2476,4,MA
-70.9720,42.3815,4,MA
-71.2007,42.3537,4,MA
-71.0055,42.2595,4,MA
-71.0636,42.4274,4,MA
-71.1749,42.2737,4,MA
-70.9511,42.3318,4,MA
-71.1705,42.4011,4,MA
-71.0714,42.2396,0,MA
-70.9965,42.4090,0,MA
-71.2077,42.3210,0,MA
-70.9702,42.2802,0,MA
-71.1088,42.4297,0,MA
-71.1434,42.2493,0,MA
-70.9521,42.3657,4,MA
-71.2007,42.3754,4,MA
-71.0255,42.2434,4,MA
-71.0341,42.4292,4,MA
-71.1984,42.2872,4,MA
-70.9462,42.3100,4,MA
-71.1540,42.4196,4,MA
-71.1007,42.2341,4,MA
-70.9699,42.3983,4,MA
-71.2175,42.3423,4,MA
-70.9826,42.2596,1,MA
-71.0807,42.4387,1,MA
-71.1725,42.2568,0,MA
-70.9375,42.3455,4,MA
-71.1930,42.3977,4,MA
-71.0516,42.2309,4,MA
-71.0032,42.4253,4,MA
-71.2176,42.3056,4,MA
-70.9489,42.2868,4,MA
-71.1306,42.4354,4,MA
-71.1325,42.2342,4,MA
-70.9465,42.3823,4,MA
-71.2201,42.3659,4,MA
-71.0025,42.2408,4,MA
-71.0488,42.4426,4,MA
-71.1996,42.2700,4,MA
-70.9296,42.3222,4,MA
-71.1774,42.4189,4,MA
-71.0827,42.2230,4,MA
-70.9731,42.4155,4,MA
-71.2308,42.3280,4,MA
-70.9597,42.2636,4,MA
-71.1013,42.4471,4,MA
-71.1649,42.2403,4,MA
-70.9281,42.3616,4,MA
-71.2146,42.3905,4,MA
-71.0290,42.2255,4,MA
-71.0150,42.4406,4,MA
-71.2227,42.2884,4,MA
-70.9294,42.2969,4,MA
-71.1543,42.4376,4,MA
-71.1169,42.2208,4,MA
-70.9458,42.4000,4,MA
-71.2368,42.3531,4,MA
-70.9784,42.2420,4,MA
-71.0677,42.4537,4,MA
-71.1958,42.2523,2,MA
-70.9163,42.3371,3,MA
-71.2009,42.4144,4,MA
-71.0612,42.2147,4,MA
-70.9814,42.4324,4,MA
-71.2401,42.3113,4,MA
-70.9376,42.2713,2,MA
-71.1248,42.4524,4,MA
-71.1524,42.2247,4,MA
-70.9231,42.3794,4,MA
-71.2345,42.3798,4,MA
-71.0045,42.2235,4,MA
-71.0314,42.4543,4,MA
-71.2231,42.2701,4,MA
-70.9124,42.3103,4,MA
-71.1791,42.4362,4,MA
-71.0972,42.2095,2,MA
-70.9500,42.4182,4,MA
-71.2502,42.3376,4,MA
-70.9542,42.2468,4,MA
-71.0900,42.4622,4,MA
-71.1870,42.2349,4,MA
-70.9069,42.3544,4,MA
-71.2236,42.4063,4,MA
-71.0369,42.2093,4,MA
-70.9944,42.4485,2,MA
-71.2451,42.2929,4,MA
-70.9171,42.2824,2,MA
-71.1501,42.4544,4,MA
-71.1354,42.2106,4,MA
-70.9228,42.3983,0,MA
-71.2520,42.3659,1,MA
-70.9789,42.2250,1,MA
-71.0517,42.4660,0,MA
-71.2187,42.2513,1,MA
-70.8985,42.3264,0,MA
-71.2041,42.4312,0,MA
-71.0742,42.2007,4,MA
-70.9590,42.4362,2,MA
-71.2600,42.3197,4,MA
-70.9307,42.2551,4,MA
-71.1150,42.4678,4,MA
-71.1736,42.2183,4,MA
-70.9017,42.3734,4,MA
-71.2448,42.3949,0,MA
-71.0108,42.2072,0,MA
-71.0119,42.4631,0,MA
-71.2455,42.2734,0,MA
-70.8989,42.2967,0,MA
-71.1765,42.4530,4,MA
-71.1145,42.1984,4,MA
-70.9272,42.4177,4,MA
-71.2665,42.3494,2,MA
-70.9531,42.2300,4,MA
-71.0754,42.4751,4,MA
-71.2096,42.2327,4,MA
-70.8883,42.3448,4,MA
-71.2285,42.4227,2,MA
-71.0484,42.1948,2,MA
-70.9727,42.4534,2,MA
-71.2656,42.3002,2,MA
-71.8053,42.3037,4,MA
-71.8153,42.3105,4,MA
-71.8036,42.2896,4,MA
-71.7911,42.3174,4,MA
-71.8319,42.3002,4,MA
-71.7798,42.2917,4,MA
-71.8139,42.3274,0,MA
-71.8218,42.2802,0,MA
-71.7694,42.3134,0,MA
-71.8428,42.3152,1,MA
-71.7872,42.2751,1,MA
-71.7919,42.3354,0,MA
-71.8458,42.2863,0,MA
-71.7577,42.2960,1,MA
-71.8344,42.3343,0,MA
-71.8121,42.2653,0,MA
-71.7640,42.3295,1,MA
-71.8610,42.3054,0,MA
-71.7647,42.2738,0,MA
-71.8080,42.3472,0,MA
-71.8441,42.2694,0,MA
-71.7439,42.3098,0,MA
-71.8574,42.3305,1,MA
-71.7911,42.2569,1,MA
-71.7724,42.3462,1,MA
-71.8697,42.2885,1,MA
-71.7427,42.2823,0,MA
-71.8324,42.3516,0,MA
-71.8295,42.2539,0,MA
-71.7409,42.3288,0,MA
-71.8769,42.3177,0,MA
-71.7646,42.2569,0,MA
-71.7924,42.3595,0,MA
-71.8667,42.2685,0,MA
-71.7267,42.2989,0,MA
-71.8596,42.3471,1,MA
-71.8049,42.2437,0,MA
-71.7501,42.3488,0,MA
-71.8883,42.2980,1,MA
-71.7381,42.2659,1,MA
-71.8206,42.3659,1,MA
-71.8514,42.2495,1,MA
-71.7208,42.3208,0,MA
-71.8842,42.3336,0,MA
-71.7741,42.2415,0,MA
-71.7711,42.3658,1,MA
-71.8882,42.2747,1,MA
-71.7167,42.2835,1,MA
-71.8527,42.3635,1,MA
-71.8252,42.2353,2,MA
-71.7274,42.3447,1,MA
-71.9011,42.3125,1,MA
-71.7421,42.2488,1,MA
-71.8017,42.3765,0,MA
-71.8751,42.2514,0,MA
-71.7052,42.3075,2,MA
-71.8833,42.3514,1,MA
-71.7912,42.2289,0,MA
-71.7469,42.3664,1,MA
-71.9065,42.2865,1,MA
-71.7142,42.2655,1,MA
-71.8379,42.3780,4,MA
-71.8495,42.2321,4,MA
-71.7065,42.3347,4,MA
-71.9073,42.3304,4,MA
-71.7541,42.2325,4,MA
-71.7778,42.3824,4,MA
-71.8981,42.2591,4,MA
-71.6953,42.2901,2,MA
-71.8745,42.3691,4,MA
-71.8141,42.2203,2,MA
-71.7221,42.3612,1,MA
-71.9200,42.3029,1,MA
-71.7194,42.2466,1,MA
-71.8166,42.3893,1,MA
-71.8757,42.2345,2,MA
-71.6895,42.3197,1,MA
-71.9060,42.3501,2,MA
-71.7732,42.2186,0,MA
-71.7510,42.3830,0,MA
-71.9185,42.2722,2,MA
-71.6924,42.2702,4,MA
-71.8583,42.3853,4,MA
-71.8410,42.2165,4,MA
-71.6987,42.3504,4,MA
-71.9273,42.3226,4,MA
-71.7322,42.2284,4,MA
-71.7903,42.3963,4,MA
-71.9015,42.2426,4,MA
-71.6778,42.3007,4,MA
-71.8971,42.3700,4,MA
-71.7981,42.2085,0,MA
-71.7232,42.3779,0,MA
-71.9344,42.2899,2,MA
-71.6970,42.2491,0,MA
-71.8355,42.3986,0,MA
-71.8701,42.2182,0,MA
-71.6789,42.3346,0,MA
-71.9274,42.3443,0,MA
-71.7522,42.2123,0,MA
-71.7608,42.3981,0,MA
-71.9250,42.2561,0,MA
-71.6729,42.2789,0,MA
-71.8807,42.3885,0,MA
-71.8273,42.2030,1,MA
-71.6966,42.3672,0,MA
-71.9442,42.3112,4,MA
-71.7093,42.2285,4,MA
-71.8074,42.4076,2,MA
-71.8991,42.2257,4,MA
-71.6643,42.3144,4,MA
-71.9196,42.3666,2,MA
-71.7783,42.1998,4,MA
-71.7300,42.3942,2,MA
-71.9442,42.2745,1,MA
-71.6757,42.2557,1,MA
-71.8573,42.4043,1,MA
-71.8591,42.2031,0,MA
-71.6732,42.3512,1,MA
-71.9467,42.3348,1,MA
-71.7292,42.2097,1,MA
-71.7755,42.4115,2,MA
-71.9262,42.2389,2,MA
-71.6563,42.2911,1,MA
-71.9040,42.3878,1,MA
-71.8094,42.1919,1,MA
-71.6998,42.3844,1,MA
-71.9574,42.2969,1,MA
-71.6864,42.2325,1,MA
-71.8280,42.4160,1,MA
-71.8915,42.2092,1,MA
-71.6549,42.3305,1,MA
-71.9412,42.3594,1,MA
-71.7558,42.1944,4,MA
-71.7418,42.4095,4,MA
-71.9493,42.2573,4,MA
-71.6562,42.2658,4,MA
-71.8810,42.4065,4,MA
-71.8436,42.1897,4,MA
-71.6725,42.3689,2,MA
-71.9634,42.3220,4,MA
-71.7052,42.2109,0,MA
-71.7944,42.4226,0,MA
-71.9224,42.2212,0,MA
-71.6431,42.3060,0,MA
-71.9275,42.3833,2,MA
-71.7879,42.1836,1,MA
-71.7081,42.4013,1,MA
-71.9667,42.2802,1,MA
-71.6644,42.2402,0,MA
-71.8514,42.4213,1,MA
-71.8790,42.1936,1,MA
-71.6499,42.3482,0,MA
-71.9611,42.3487,1,MA
-71.7313,42.1924,0,MA
-71.7581,42.4232,4,MA
-71.9498,42.2390,2,MA
-71.6392,42.2792,4,MA
-71.9058,42.4051,4,MA
-71.8239,42.1784,1,MA
-71.6767,42.3871,0,MA
-71.9768,42.3065,1,MA
-71.6810,42.2157,0,MA
-71.8167,42.4311,0,MA
-71.9136,42.2038,1,MA
-71.6337,42.3233,1,MA
-71.9502,42.3752,1,MA
-71.7637,42.1782,1,MA
-71.7212,42.4174,1,MA
-71.9717,42.2618,1,MA
-71.6439,42.2513,0,MA
-71.8768,42.4233,0,MA
-71.8621,42.1795,0,MA
-71.6495,42.3672,3,MA
-71.9786,42.3348,1,MA
-71.7057,42.1939,1,MA
-71.7784,42.4349,1,MA
-71.9454,42.2202,0,MA
-71.6253,42.2953,0,MA
-71.9307,42.4001,1,MA
-71.8009,42.1696,2,MA
-71.6858,42.4051,0,MA
-71.9866,42.2886,0,MA
-71.6575,42.2240,1,MA
-71.8417,42.4367,1,MA
-83.4676,44.6651,4,MI
-83.4780,44.6719,4,MI
-83.4659,44.6510,4,MI
-83.4528,44.6789,2,MI
-83.4953,44.6616,4,MI
-83.4411,44.6531,4,MI
-86.7004,46.3887,4,MI
-86.7111,46.3954,4,MI
-86.6986,46.3746,4,MI
-86.6851,46.4024,4,MI
-85.8743,42.6031,4,MI
-85.8843,42.6099,4,MI
-85.8726,42.5890,4,MI
-85.8600,42.6169,4,MI
-85.9010,42.5997,4,MI
-85.8487,42.5911,4,MI
-85.8829,42.6268,4,MI
-85.8909,42.5797,4,MI
-85.8382,42.6128,4,MI
-85.9120,42.6146,4,MI
-85.8561,42.5745,2,MI
-85.8608,42.6348,4,MI
-85.9150,42.5858,4,MI
-85.8264,42.5954,4,MI
-85.9035,42.6337,4,MI
-85.8810,42.5647,4,MI
-85.8327,42.6289,4,MI
-85.9303,42.6048,4,MI
